"satCleanRoom","satCleanBath","satCleanCommon","satFrontStaff","satDiningStaff","satHouseStaff","satValetStaff","satPerks","satRoomPrice","satDiningPrice","satWifiPrice","satParkingPrice","satCity","satCloseTransp","satCloseEvents","satPoints","satRecognition","satOverall","distanceTraveled","nightsStayed","visitPurpose","avgRoomSpendPerNight","avgFoodSpendPerNight","avgWifiSpendPerNight","eliteStatus"
5,6,4,5,5,4,5,4,5,5,4,5,4,5,5,4,4,6,573,9,"OtherOrMixed",140.111111111111,10,2.21111111111111,"Silver"
4,4,5,4,4,6,6,4,3,4,4,3,4,2,4,4,2,3,286,5,"Vacation",155,30.71,7.58,"NoStatus"
5,3,5,5,3,4,5,5,5,4,5,5,4,5,4,5,4,5,302,5,"Business",157,25.75,12.16,"Platinum"
4,6,3,5,3,5,2,5,4,4,7,7,4,3,3,6,5,6,4384,7,"Business",153.285714285714,68.37,6.24285714285714,"Platinum"
5,6,5,6,5,4,4,5,4,1,6,4,4,4,5,5,4,3,418,2,"OtherOrMixed",159,4.25,5,"Gold"
5,6,5,4,2,5,5,4,4,5,4,5,3,4,4,3,4,5,587,4,"Concert",169,63.63,6.4625,"NoStatus"
3,4,3,3,3,4,2,3,5,4,4,5,3,4,5,4,5,4,507,4,"Concert",164,20.12,10.9625,"NoStatus"
6,6,4,6,3,5,3,5,5,5,4,5,5,6,6,5,4,6,2864,3,"SportsEvent",159,20.78,11.6333333333333,"Platinum"
5,6,4,2,4,4,2,3,4,4,3,4,3,3,4,5,5,4,3093,9,"Concert",156.777777777778,13.58,8.97222222222222,"Silver"
4,5,5,4,4,1,5,4,2,3,5,4,3,6,3,3,4,3,161,2,"Business",134,12.95,3.975,"Silver"
4,6,4,3,3,5,4,4,4,4,5,4,2,4,3,4,4,4,527,3,"Vacation",145.666666666667,70.23,8.31666666666667,"Gold"
4,4,4,5,3,6,4,5,5,3,5,3,4,5,5,5,5,3,392,4,"Business",176.5,5,3.225,"Gold"
3,4,4,2,3,4,6,3,4,3,2,3,2,3,3,3,4,2,57,6,"Vacation",152.333333333333,12.08,2.15,"NoStatus"
4,3,2,4,5,6,3,4,5,4,3,5,2,5,4,5,2,3,754,2,"Concert",149,10,12.45,"NoStatus"
4,5,3,3,3,4,2,4,6,5,5,5,4,4,5,5,5,2,475,1,"Business",139,108.17,9.95,"Silver"
4,5,4,3,4,5,3,6,5,3,4,4,4,4,4,5,4,5,2506,11,"Vacation",142.636363636364,17.98,5.60454545454545,"Gold"
3,4,5,4,4,2,5,3,3,3,3,4,3,5,2,3,3,4,840,2,"SportsEvent",144,19.76,7.95,"NoStatus"
5,3,5,4,4,5,5,3,5,4,6,5,3,5,4,3,3,4,1526,3,"OtherOrMixed",152.333333333333,10,5.96666666666667,"NoStatus"
5,5,3,3,3,6,2,3,3,3,2,5,2,5,4,4,2,4,1053,7,"OtherOrMixed",151.857142857143,5,3.97142857142857,"NoStatus"
4,5,5,5,4,6,5,4,6,3,6,3,4,5,5,5,4,4,2540,2,"Conference",169,64.03,9.975,"Silver"
2,3,2,2,2,4,4,4,5,2,4,4,4,3,3,3,5,4,501,10,"Conference",156,1.43,9.375,"Silver"
2,2,4,3,3,5,4,3,4,3,4,4,3,5,4,4,3,3,417,2,"OtherOrMixed",149,52,0,"NoStatus"
5,5,3,4,3,4,3,2,3,6,4,6,5,5,4,3,2,4,257,2,"SportsEvent",164,56.53,0,"NoStatus"
4,5,6,5,5,5,2,4,2,3,5,6,5,5,5,3,3,5,1230,6,"SportsEvent",139,67.27,7.65,"Silver"
3,4,4,4,4,4,4,3,4,4,5,4,5,4,5,3,3,3,2898,4,"OtherOrMixed",149,19.08,9.475,"NoStatus"
4,5,4,4,5,5,6,4,5,3,2,2,4,3,5,4,5,3,71,1,"Business",139,77.82,5,"NoStatus"
6,6,2,5,3,5,4,5,3,6,5,4,5,5,4,4,4,7,467,2,"Vacation",149,14.33,8.95,"NoStatus"
3,4,3,3,5,4,3,4,6,4,3,4,3,3,4,3,4,5,298,2,"Vacation",174,10,9.975,"Silver"
4,4,6,3,4,3,4,4,2,3,4,3,3,3,4,3,3,4,44,3,"OtherOrMixed",149,72.04,12.95,"Silver"
4,3,4,3,3,4,5,5,4,4,5,3,4,5,3,4,2,4,535,2,"Vacation",149,5,4.975,"NoStatus"
5,5,4,3,4,6,3,4,3,1,3,4,3,2,3,2,3,3,238,12,"OtherOrMixed",165.666666666667,16.79,5.8,"NoStatus"
5,4,4,4,5,4,5,4,3,4,3,3,5,3,6,4,4,3,1769,13,"SportsEvent",155.923076923077,18.82,9.96538461538461,"Silver"
2,3,3,4,4,5,5,4,1,3,3,3,4,4,5,4,3,3,779,1,"SportsEvent",139,112.47,0,"Silver"
5,4,5,3,5,4,5,6,5,3,3,2,5,4,5,4,4,5,1369,3,"Vacation",145.666666666667,11.43,8.61666666666667,"Silver"
4,5,5,4,4,5,3,5,4,3,5,4,5,3,5,5,4,3,971,6,"Business",164,15.12,11.4583333333333,"Gold"
5,4,4,5,5,5,3,4,2,2,3,4,4,2,4,3,5,4,291,4,"SportsEvent",149,22.92,1.9875,"Silver"
4,5,4,4,4,4,4,4,4,3,4,3,4,2,3,4,4,4,3944,4,"OtherOrMixed",174,5,11.4625,"NoStatus"
5,5,3,3,2,3,2,4,4,3,6,5,5,5,5,5,2,4,946,3,"Conference",142.333333333333,53.67,4.3,"Silver"
3,4,4,3,1,3,3,3,2,2,3,4,4,3,5,3,2,2,2264,7,"SportsEvent",157.571428571429,16.17,8.37857142857143,"NoStatus"
6,4,5,5,4,4,5,7,2,5,5,6,5,4,4,6,6,6,1643,7,"Conference",130.428571428571,31.04,5.96428571428571,"Platinum"
5,4,5,3,2,4,6,3,4,2,3,3,4,3,5,4,4,3,107,3,"OtherOrMixed",152.333333333333,32.2,7.95,"Gold"
7,6,4,5,3,4,3,5,3,5,6,6,5,7,6,5,5,4,140,2,"Conference",174,10,8.95,"Gold"
5,3,3,4,3,3,4,5,3,4,6,5,4,3,5,5,6,5,519,4,"Conference",149,11.59,1.2375,"Gold"
6,5,4,5,3,5,3,6,4,5,4,5,4,5,5,6,5,6,781,5,"Conference",143,5,6.59,"Platinum"
4,6,4,5,5,5,3,4,2,3,6,5,4,3,4,5,5,4,289,5,"Business",159,26.66,1.59,"NoStatus"
3,5,3,6,4,4,3,7,5,4,6,4,4,4,6,6,4,5,618,1,"Business",159,10,14.95,"Platinum"
5,4,5,5,5,4,3,4,5,5,4,4,3,3,4,4,3,5,2458,4,"SportsEvent",154,45.48,6.4625,"NoStatus"
4,4,2,3,2,3,2,4,3,3,4,5,4,4,5,4,3,2,609,1,"Vacation",159,10,0,"Silver"
4,5,5,4,4,3,2,6,5,6,6,5,5,3,3,5,5,4,2321,4,"Vacation",166.5,13.86,3.725,"Silver"
4,4,4,2,4,3,4,4,4,3,4,3,4,4,4,5,5,4,177,2,"Vacation",149,97.7,12.45,"Platinum"
1,4,5,4,5,5,3,3,5,4,4,5,4,4,2,4,2,5,870,1,"OtherOrMixed",139,105.95,0,"Silver"
4,5,6,4,5,6,4,6,5,5,6,4,4,4,4,4,5,5,104,3,"Business",155.666666666667,43.22,9.96666666666667,"Platinum"
5,4,5,4,3,3,3,4,6,4,3,4,3,3,2,3,3,4,358,1,"SportsEvent",169,10,14.95,"Silver"
4,3,2,4,5,5,5,6,4,5,5,4,3,5,4,5,4,5,238,6,"Vacation",155.666666666667,8.27,4.14166666666667,"Silver"
4,2,4,3,3,4,2,5,3,4,5,5,3,4,3,5,4,3,996,5,"Business",149,5,8.15,"Gold"
3,5,2,4,4,5,4,4,3,3,5,5,4,3,5,4,2,3,419,3,"Conference",145.666666666667,0,1.65,"NoStatus"
5,5,6,5,4,3,3,4,3,5,5,5,5,6,6,5,5,6,655,7,"Vacation",154.714285714286,17.28,5.39285714285714,"Gold"
5,5,4,4,4,4,3,4,3,4,5,5,4,4,5,4,5,6,962,2,"Concert",174,16.3,9.95,"Silver"
6,5,4,5,3,4,4,4,3,4,3,2,3,3,5,4,4,2,545,5,"Business",143,46.43,5.16,"Silver"
5,5,6,3,3,6,5,5,3,2,3,3,3,4,4,5,4,4,1310,1,"Concert",169,5,9.95,"Gold"
2,4,5,5,4,4,5,4,4,2,4,4,4,5,6,4,5,3,1582,4,"SportsEvent",161.5,23.88,10.7125,"Platinum"
5,5,4,4,4,4,4,5,4,3,7,3,3,4,2,4,4,4,817,3,"Conference",169,70.84,5.3,"Gold"
3,2,4,5,4,5,3,3,4,5,4,4,4,4,5,4,3,5,670,4,"Vacation",144,29.58,10.7125,"Silver"
4,3,2,3,5,4,4,5,5,3,5,4,4,4,5,4,4,4,246,2,"Vacation",169,10,8.95,"NoStatus"
2,4,4,3,3,4,4,5,4,4,4,3,4,4,2,2,3,2,323,3,"Business",139,22.91,5.3,"Silver"
1,4,4,2,3,5,4,3,4,3,4,4,2,1,4,4,5,2,131,5,"Conference",171,7.08,8.18,"Silver"
5,5,5,4,5,4,3,5,4,5,2,5,6,5,5,4,4,5,630,2,"Vacation",129,5,4.975,"Gold"
4,4,3,4,3,5,4,5,3,4,4,4,4,4,5,4,4,2,624,2,"Concert",149,38.45,12.95,"Silver"
5,5,4,2,3,3,4,4,3,3,4,3,3,5,3,4,4,3,2558,8,"Business",161.5,11.59,3.225,"Silver"
5,5,5,6,5,5,4,6,5,6,6,6,5,5,5,6,4,6,304,2,"Business",159,15,7.45,"Silver"
5,6,3,5,5,5,4,5,6,5,6,6,4,6,6,4,3,4,6726,3,"Business",152.333333333333,14.17,8.28333333333333,"Gold"
4,4,3,4,2,4,2,2,3,4,2,4,3,4,5,3,4,5,1745,1,"Vacation",129,5,12.95,"NoStatus"
4,4,5,4,3,4,4,6,5,4,4,3,2,4,3,3,5,4,465,3,"Vacation",169,36.71,12.95,"Silver"
5,4,4,4,4,4,4,6,2,3,3,5,4,5,5,4,4,4,626,1,"SportsEvent",149,5,0,"Silver"
2,2,5,3,2,4,2,5,4,4,4,4,3,3,3,4,4,4,608,4,"Conference",151.5,26.61,6.4625,"Silver"
4,4,4,4,3,4,4,5,3,3,4,3,4,2,3,3,4,5,372,3,"Business",159,5,5.96666666666667,"Gold"
3,4,5,4,3,4,2,6,4,4,4,6,5,4,6,4,5,3,592,6,"Concert",145.666666666667,8.68,1.65,"Gold"
5,5,5,5,4,4,5,6,5,3,4,5,3,5,6,3,4,5,1786,2,"Business",164,5,7.475,"Silver"
5,6,4,7,4,4,6,6,4,4,4,6,6,6,6,6,5,4,301,15,"Business",144.333333333333,41.15,5.10333333333333,"Gold"
3,4,4,3,4,5,5,4,3,3,3,4,2,3,4,4,4,2,543,4,"Business",154,14.37,6.9625,"Silver"
5,4,6,5,3,5,4,5,2,4,7,4,4,4,4,5,4,6,188,6,"Conference",145.666666666667,41.26,5.63333333333333,"Platinum"
5,4,6,4,3,5,4,5,5,4,5,5,3,3,3,5,5,5,631,4,"Business",146.5,5,5,"Gold"
3,4,3,6,5,6,5,4,3,4,3,4,5,6,5,3,2,3,455,3,"OtherOrMixed",142.333333333333,88.76,10.3,"Silver"
5,4,4,5,3,5,2,3,4,5,5,6,7,4,4,4,3,3,532,5,"SportsEvent",151,10,7.55,"Silver"
1,3,3,2,3,4,4,2,6,1,5,4,2,3,3,2,2,2,1550,3,"Vacation",165.666666666667,40.87,8.3,"NoStatus"
5,6,4,4,3,4,3,3,2,4,3,5,4,5,5,3,3,5,532,9,"OtherOrMixed",145.666666666667,8.59,6.18888888888889,"Silver"
4,4,4,2,5,3,3,3,3,4,4,5,3,2,3,3,3,3,82,2,"Business",139,5,4.975,"NoStatus"
3,4,2,5,4,3,3,4,5,4,3,5,5,4,5,3,3,3,1566,8,"OtherOrMixed",150.25,14.13,7.85625,"NoStatus"
5,6,4,4,3,4,4,6,4,3,5,4,5,3,5,5,7,5,407,3,"Business",155.666666666667,64.87,10.9666666666667,"Platinum"
4,4,5,3,4,5,4,6,6,4,5,5,5,4,4,6,5,4,1056,7,"Conference",147.571428571429,15.79,6.81428571428571,"Platinum"
4,4,3,4,3,4,2,2,5,5,4,7,5,3,4,3,2,5,756,7,"Vacation",149,13.56,3.97142857142857,"NoStatus"
5,4,4,4,5,3,4,4,4,4,3,3,4,6,5,3,4,5,899,1,"SportsEvent",139,10,5,"NoStatus"
3,3,2,4,3,6,5,5,4,2,3,3,4,4,5,6,5,5,1126,2,"OtherOrMixed",159,5,13.95,"Silver"
4,2,2,4,4,5,4,5,4,4,5,4,6,3,4,5,5,3,39,1,"Business",159,10,0,"Gold"
3,3,4,2,2,3,6,5,3,4,3,2,3,1,3,3,2,4,260,2,"SportsEvent",149,31.63,14.95,"NoStatus"
3,4,4,4,4,2,3,4,4,5,5,5,4,4,4,4,5,1,897,2,"Conference",174,10,4.975,"Silver"
4,5,2,4,3,4,6,5,3,3,3,2,3,3,5,4,2,5,231,6,"SportsEvent",162.333333333333,63.63,10.6333333333333,"NoStatus"
5,5,3,4,3,4,2,4,6,4,4,5,5,3,4,6,2,4,287,4,"SportsEvent",154,24.63,10.2125,"NoStatus"
5,4,4,3,3,3,3,3,4,4,5,5,3,4,3,3,4,3,251,2,"SportsEvent",149,104.16,5,"NoStatus"
5,4,4,4,3,6,4,4,5,5,5,4,3,3,3,4,3,3,150,3,"OtherOrMixed",159,42.49,3.31666666666667,"Gold"
5,3,5,5,3,5,3,5,3,4,4,4,4,6,4,5,5,4,661,6,"Concert",149,14.28,4.63333333333333,"Platinum"
2,2,3,3,3,4,4,5,4,3,2,5,4,6,1,3,4,3,1745,4,"Conference",151.5,29.6,10.7125,"Gold"
4,5,2,6,4,6,4,6,4,3,4,4,6,5,5,5,5,5,336,3,"Business",129,12.33,3.31666666666667,"Platinum"
4,3,4,3,4,4,4,4,4,3,5,4,3,2,4,4,4,3,171,4,"Business",164,8.32,8.225,"NoStatus"
2,5,5,2,1,3,3,4,4,2,2,5,3,4,3,4,4,3,1497,3,"Concert",162.333333333333,28.83,6.95,"NoStatus"
5,4,1,5,4,3,3,5,3,5,3,4,3,5,4,5,4,5,909,5,"Business",155,19.03,5.17,"NoStatus"
5,5,3,4,3,6,4,4,2,5,3,4,4,3,3,3,3,3,2582,5,"Business",149,10,5.57,"Silver"
5,4,3,4,4,6,7,5,4,5,5,5,5,5,5,5,6,5,2889,3,"Business",142.333333333333,10,5,"Platinum"
3,5,4,3,3,5,5,3,3,3,3,4,4,5,4,4,4,6,840,2,"OtherOrMixed",159,5,7.95,"NoStatus"
6,4,4,5,6,7,3,6,4,5,5,5,5,4,6,4,6,6,1210,2,"Business",149,12.98,9.975,"Gold"
7,5,5,5,3,2,4,6,4,3,5,4,5,4,4,5,3,6,163,1,"Business",139,5,9.95,"Platinum"
3,3,3,3,3,4,4,4,4,4,4,3,3,2,3,5,4,2,622,2,"SportsEvent",174,13.64,4.975,"Silver"
3,3,5,5,4,5,4,5,4,4,7,4,5,5,6,4,4,4,227,6,"Business",165.666666666667,41.97,5.96666666666667,"Silver"
4,4,3,5,3,2,3,4,6,4,5,6,4,4,4,4,4,5,1285,2,"Business",134,24.35,4.975,"Gold"
5,5,4,4,4,5,5,4,4,5,4,3,5,6,5,5,4,5,1325,3,"Conference",165.666666666667,15,7.65,"NoStatus"
4,3,4,4,3,4,2,4,3,4,3,5,4,4,4,4,5,3,147,2,"Business",149,0,6.45,"Silver"
2,3,3,3,5,4,2,3,3,3,1,5,2,4,4,3,3,2,402,1,"SportsEvent",159,5,7.95,"NoStatus"
3,4,5,4,4,3,4,4,5,4,5,4,4,4,5,5,4,6,254,4,"OtherOrMixed",149,24.06,1.9875,"NoStatus"
6,7,4,4,2,4,3,5,6,4,4,6,4,5,5,4,3,5,322,3,"Concert",152.333333333333,16.67,10.9666666666667,"Gold"
3,4,3,5,3,6,3,5,4,4,4,6,3,6,4,5,3,5,1888,3,"Concert",152.333333333333,37.11,0,"Silver"
4,3,3,4,4,3,4,4,4,4,3,5,4,4,5,3,5,3,129,5,"SportsEvent",151,36.67,5.17,"Silver"
1,1,3,2,3,5,6,1,3,4,2,3,3,5,2,3,2,3,524,9,"SportsEvent",152.333333333333,19,4.63888888888889,"NoStatus"
4,5,3,3,2,3,2,4,2,3,4,5,3,4,5,5,3,4,1137,3,"Business",152.333333333333,21.51,2.65,"Gold"
6,7,4,5,3,5,4,3,3,3,4,4,5,4,5,2,4,3,127,7,"OtherOrMixed",146.142857142857,36.31,7.24285714285714,"NoStatus"
4,4,3,4,3,3,3,5,4,3,3,5,3,5,5,5,4,4,1600,2,"Business",149,22.67,12.95,"NoStatus"
4,5,4,4,3,3,4,5,5,4,4,4,4,3,4,5,3,3,1025,2,"Business",159,5.41,8.95,"Gold"
6,4,6,5,4,4,6,4,3,3,4,3,6,4,4,3,3,5,4918,1,"SportsEvent",159,34.57,0,"NoStatus"
4,2,3,3,3,5,2,3,4,4,5,5,4,4,3,4,3,3,2733,2,"Concert",159,10,8.975,"NoStatus"
2,3,3,3,4,5,3,2,5,2,4,4,3,2,4,3,3,5,2051,2,"SportsEvent",159,5,12.95,"NoStatus"
5,5,5,5,3,5,4,4,4,5,5,4,5,4,5,4,5,4,377,5,"Business",137,34.79,8.57,"Gold"
6,4,4,4,5,5,4,4,5,3,4,3,3,4,4,4,3,4,364,2,"SportsEvent",169,48.24,14.95,"NoStatus"
4,4,5,6,6,4,4,7,4,3,4,6,5,4,5,4,3,4,288,9,"OtherOrMixed",149,0,3.97777777777778,"Silver"
5,4,2,4,2,4,3,5,4,3,6,4,5,6,6,3,3,5,382,3,"Business",172.333333333333,5,1.65,"NoStatus"
4,5,4,5,4,3,4,3,4,5,4,5,5,5,4,4,4,4,969,2,"Conference",139,15,2.475,"Silver"
3,5,3,3,3,4,5,2,5,1,3,1,4,3,5,3,2,3,508,2,"SportsEvent",149,21.27,0,"NoStatus"
4,4,1,4,4,3,5,4,5,4,5,4,6,4,6,4,4,4,366,4,"Conference",146.5,53.06,9.4625,"Gold"
4,3,3,3,4,5,4,5,4,3,5,4,2,3,3,5,4,4,289,4,"Conference",161.5,5,4.475,"Gold"
4,4,4,4,3,5,4,4,5,2,4,4,4,3,4,4,4,4,834,2,"Business",169,6.37,5,"Silver"
4,4,4,6,3,4,3,7,6,4,6,6,4,4,6,5,4,5,381,4,"Business",134,21.4,8.725,"Platinum"
6,5,5,5,4,6,3,5,6,4,4,5,5,4,6,5,5,5,485,6,"Business",147.333333333333,15.51,2.975,"Silver"
5,5,6,6,7,6,4,6,5,6,5,7,4,5,5,6,7,6,962,2,"Business",149,10,3.975,"Platinum"
6,4,4,5,4,4,6,6,4,4,5,4,4,3,5,6,4,3,804,2,"Business",149,10,3.975,"Silver"
4,4,5,5,4,5,4,5,3,6,5,5,6,4,6,4,5,6,355,6,"Business",154,40.82,3.475,"Platinum"
4,4,2,4,3,3,4,4,4,3,3,3,4,3,6,5,5,2,166,10,"Vacation",168,28.22,11.855,"Gold"
3,4,4,3,5,5,3,4,5,5,6,5,3,5,3,4,6,3,487,1,"Conference",159,101.64,12.95,"Silver"
4,2,3,6,4,5,5,3,3,2,3,5,5,5,4,5,3,5,431,2,"SportsEvent",149,0,7.95,"NoStatus"
7,4,4,5,3,3,4,6,3,4,5,2,2,3,6,5,5,4,459,4,"Concert",161.5,31.27,3.725,"Platinum"
3,4,3,3,3,4,4,5,5,5,5,5,4,5,3,4,4,4,1833,5,"Conference",165,23.84,5,"Gold"
4,4,4,4,3,5,4,4,4,4,5,3,5,4,5,5,4,4,1009,6,"Vacation",140.666666666667,59.63,12.125,"NoStatus"
4,3,4,4,4,4,3,5,5,3,4,3,3,2,4,3,4,4,279,2,"Business",159,5,0,"NoStatus"
5,4,3,4,5,5,4,4,4,5,4,5,4,4,4,5,4,5,246,2,"Business",139,30.97,7.95,"Silver"
5,6,5,5,4,4,3,5,4,3,5,5,6,6,4,4,4,5,1501,4,"SportsEvent",154,28.47,6.9625,"Gold"
5,4,5,6,5,5,4,4,3,4,4,5,4,6,6,4,4,4,395,5,"Concert",141,24.26,6.36,"Silver"
2,6,3,3,3,3,3,4,4,3,4,5,5,6,4,4,5,5,311,7,"OtherOrMixed",147.571428571429,11,4.25714285714286,"Silver"
5,4,2,4,4,5,6,3,5,1,4,3,4,4,5,3,3,4,499,2,"Business",189,21.71,9.975,"NoStatus"
5,4,3,5,4,6,5,6,5,3,5,4,5,5,5,4,4,5,552,6,"Business",160.666666666667,10,3.80833333333333,"NoStatus"
6,5,3,3,3,5,4,4,5,3,4,5,3,3,3,4,5,4,3134,2,"Business",144,10,6.45,"Gold"
4,4,2,4,5,4,5,5,5,4,5,6,4,3,4,5,4,4,526,1,"SportsEvent",139,5,7.95,"Gold"
5,5,3,5,5,4,3,3,3,6,5,5,4,6,4,4,3,4,1444,2,"Vacation",149,74.92,9.95,"NoStatus"
3,5,3,5,4,4,4,5,3,4,5,4,4,4,3,5,3,4,449,2,"Conference",159,5,5,"Platinum"
5,5,4,4,3,4,3,5,4,4,4,6,4,5,4,3,3,5,141,1,"Concert",129,10,7.95,"Silver"
3,4,3,4,2,4,3,5,7,4,6,5,5,5,5,6,5,4,227,2,"Business",149,25.23,9.975,"NoStatus"
3,5,3,4,4,5,5,3,4,2,5,5,3,4,3,2,2,3,318,2,"OtherOrMixed",159,17.45,6.45,"NoStatus"
3,5,4,3,3,5,2,4,5,4,5,5,2,2,3,5,4,2,410,9,"Vacation",160.111111111111,40.85,10.3,"Silver"
5,4,3,5,4,5,4,5,5,2,4,4,3,3,5,5,3,3,876,7,"Conference",166.142857142857,40.33,10.5357142857143,"Gold"
6,5,5,5,5,5,5,4,3,2,5,4,4,4,3,5,5,4,1411,3,"Business",152.333333333333,15.71,1.65,"Silver"
3,5,3,3,5,4,2,4,2,4,5,6,5,4,6,3,3,5,200,7,"Vacation",149,9.38,4.68571428571429,"NoStatus"
6,6,4,6,6,5,4,6,5,4,6,5,5,4,4,4,5,5,483,3,"Concert",162.333333333333,46.73,0,"Silver"
4,4,2,4,3,3,4,5,5,5,5,4,4,3,3,5,5,3,1113,2,"Conference",154,79.6,0,"Gold"
4,4,3,5,5,4,6,4,4,5,3,4,6,6,5,4,3,4,669,2,"Vacation",164,29.06,4.975,"Silver"
5,5,3,5,4,6,4,5,4,3,6,3,5,4,6,6,6,5,362,4,"Concert",171.5,5,5.2125,"Gold"
2,4,3,4,4,4,5,4,3,3,4,4,3,2,3,3,3,3,160,2,"Vacation",164,10,6.45,"Gold"
4,6,6,4,2,4,4,4,3,4,5,4,4,3,5,6,4,4,1816,1,"Conference",159,15,0,"Silver"
5,4,4,3,3,5,1,4,4,3,4,4,2,3,3,4,3,3,912,4,"SportsEvent",141.5,23.08,7.4875,"Silver"
7,5,5,6,6,6,4,7,7,5,6,7,4,5,6,6,7,5,187,2,"Business",149,10,9.975,"Platinum"
4,6,4,5,2,5,4,4,5,5,5,4,5,6,5,5,3,5,1874,2,"Concert",174,10,0,"Silver"
4,6,4,2,3,5,5,4,2,3,3,4,2,6,3,3,3,4,166,2,"OtherOrMixed",144,5,8.95,"NoStatus"
4,5,5,4,5,5,2,6,4,5,4,5,5,3,3,4,4,3,518,3,"Business",135.666666666667,50.9,8.31666666666667,"Gold"
4,5,3,3,3,3,4,4,4,4,5,5,3,2,3,4,4,5,471,5,"SportsEvent",161,43.68,11.96,"Silver"
4,3,5,4,5,3,5,3,3,4,3,3,2,5,3,3,1,4,700,4,"Vacation",156.5,32.44,7.7,"NoStatus"
6,4,3,4,3,5,3,4,7,3,4,4,5,5,4,3,3,4,417,4,"Conference",151.5,45.76,7.4875,"NoStatus"
3,4,5,4,5,4,2,4,3,4,4,5,3,3,4,3,7,4,288,2,"Business",149,5,7.45,"NoStatus"
5,5,5,5,4,6,4,6,4,4,5,5,4,3,4,4,5,5,98,1,"Business",139,10,0,"Platinum"
2,3,3,3,3,3,3,4,2,5,3,3,3,4,5,4,4,4,127,7,"Vacation",141.857142857143,40.56,4.54285714285714,"Silver"
4,5,5,4,4,5,5,6,3,3,4,3,5,5,4,4,5,6,247,2,"Business",139,20.8,9.975,"Gold"
5,5,3,5,5,3,5,4,4,3,4,2,3,3,5,5,5,4,599,6,"SportsEvent",170.666666666667,36.69,3.80833333333333,"Silver"
6,4,5,3,5,5,5,4,3,4,3,3,2,6,3,3,3,3,4707,4,"OtherOrMixed",141.5,17.09,1.9875,"NoStatus"
3,4,3,4,4,5,3,5,2,5,3,5,4,4,5,4,4,5,157,2,"Concert",179,5,4.975,"Silver"
5,4,5,5,3,4,4,6,3,4,4,6,4,5,5,5,5,4,928,3,"Business",149,10,9.95,"Platinum"
4,4,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,285,3,"Business",142.333333333333,75.47,4.96666666666667,"Gold"
7,5,5,7,6,5,2,6,5,6,6,7,7,6,6,5,6,6,454,3,"Business",135.666666666667,40.09,5.96666666666667,"Platinum"
5,5,3,5,4,4,5,5,5,5,5,4,6,5,4,6,3,5,374,4,"Business",134,30.5,3.225,"Platinum"
1,1,3,3,3,4,2,4,4,4,5,5,3,4,5,5,3,4,1456,3,"SportsEvent",162.333333333333,10,0,"Gold"
4,3,4,3,4,6,3,4,5,3,4,5,3,3,3,5,4,3,442,3,"Conference",169,12.59,3.31666666666667,"Gold"
4,4,6,2,3,5,5,3,2,2,4,2,3,3,5,3,3,3,729,5,"SportsEvent",159,49.88,4.57,"NoStatus"
4,6,6,2,1,2,3,3,3,3,3,4,4,4,3,5,3,2,187,3,"Concert",139,39.45,4.3,"Silver"
3,5,3,4,3,5,3,6,3,4,5,4,4,4,4,6,5,4,72,4,"Concert",121.5,5,4.475,"Platinum"
5,5,4,2,3,3,5,3,4,3,2,1,3,5,2,3,3,4,799,1,"SportsEvent",159,62.51,5,"NoStatus"
5,6,3,5,5,4,3,5,3,3,2,3,5,4,5,5,6,4,514,4,"Business",159,27.52,5.9625,"Silver"
6,4,4,4,4,5,4,5,3,4,4,5,4,4,4,4,3,4,527,2,"Vacation",134,47.18,3.975,"Gold"
4,5,5,5,3,5,3,6,6,5,6,5,5,4,5,6,5,6,94,5,"Concert",147,22.58,6.16,"Platinum"
4,5,4,5,5,6,3,5,7,2,5,3,5,7,5,5,5,5,124,1,"Concert",149,5,12.95,"Silver"
2,4,4,3,3,5,6,4,4,4,3,4,4,5,4,3,4,3,732,4,"SportsEvent",149,10,8.975,"Silver"
4,4,4,3,4,4,3,4,3,5,3,3,2,4,1,4,4,3,192,2,"SportsEvent",159,10,5,"Silver"
4,5,6,4,4,3,3,3,3,5,5,5,5,5,4,4,3,3,3093,2,"Conference",149,54.65,3.975,"Silver"
1,3,3,3,3,4,2,4,4,5,5,4,4,3,4,3,2,3,75,2,"OtherOrMixed",159,21.54,8.975,"NoStatus"
6,5,6,4,5,5,3,5,5,5,5,5,5,4,5,4,3,7,120,4,"Conference",154,20.63,4.475,"NoStatus"
5,5,7,4,4,5,5,3,3,4,3,5,3,3,2,4,3,3,242,6,"Vacation",154,29.98,5.96666666666667,"NoStatus"
6,5,5,5,3,5,6,5,6,3,4,5,4,6,5,5,6,4,206,2,"Business",134,15.56,8.975,"Gold"
3,4,4,5,5,5,4,5,4,4,6,5,6,3,6,5,5,7,1397,2,"Business",149,5,0,"Gold"
3,4,3,4,3,5,6,5,5,3,4,2,1,3,4,3,3,4,1597,61,"Vacation",157.688524590164,6.52,10.7524590163934,"Silver"
4,3,3,4,4,5,5,4,3,3,4,3,3,3,3,3,3,5,738,2,"OtherOrMixed",154,20.8,7.45,"NoStatus"
5,5,3,3,2,2,3,4,4,4,4,5,5,4,5,4,4,2,244,4,"OtherOrMixed",156.5,30.49,0,"Silver"
3,4,4,4,4,5,4,3,4,4,4,6,4,4,3,4,4,4,773,4,"SportsEvent",144,29.2,8.225,"Silver"
